String_Type,L_value,Irreducible_Count,LZ77_z,Theoretical_Max_Bound
DNA,696,0,16,1052.7152913275604
Worst-Case,696,0,327,21514.868766507014
DNA,697,0,16,1052.7152913275604
Worst-Case,697,0,327,21514.868766507014
DNA,698,0,16,1052.7152913275604
Worst-Case,698,0,327,21514.868766507014
DNA,699,0,16,1052.7152913275604
Worst-Case,699,0,327,21514.868766507014
DNA,700,0,16,1052.7152913275604
Worst-Case,700,0,327,21514.868766507014
DNA,701,0,16,1052.7152913275604
Worst-Case,701,0,327,21514.868766507014
DNA,702,0,16,1052.7152913275604
Worst-Case,702,0,327,21514.868766507014
DNA,703,0,16,1052.7152913275604
Worst-Case,703,0,327,21514.868766507014
DNA,704,0,16,1052.7152913275604
Worst-Case,704,0,327,21514.868766507014
DNA,705,0,16,1052.7152913275604
Worst-Case,705,0,327,21514.868766507014
DNA,706,0,16,1052.7152913275604
Worst-Case,706,0,327,21514.868766507014
DNA,707,0,16,1052.7152913275604
Worst-Case,707,0,327,21514.868766507014
DNA,708,0,16,1052.7152913275604
Worst-Case,708,0,327,21514.868766507014
DNA,709,0,16,1052.7152913275604
Worst-Case,709,0,327,21514.868766507014
DNA,710,0,16,1052.7152913275604
Worst-Case,710,0,327,21514.868766507014
DNA,711,0,16,1052.7152913275604
Worst-Case,711,0,327,21514.868766507014
DNA,712,0,16,1052.7152913275604
Worst-Case,712,0,327,21514.868766507014
DNA,713,0,16,1052.7152913275604
Worst-Case,713,0,327,21514.868766507014
DNA,714,0,16,1052.7152913275604
Worst-Case,714,0,327,21514.868766507014
DNA,715,0,16,1052.7152913275604
Worst-Case,715,0,327,21514.868766507014
DNA,716,0,16,1052.7152913275604
Worst-Case,716,0,327,21514.868766507014
DNA,717,0,16,1052.7152913275604
Worst-Case,717,0,327,21514.868766507014
DNA,718,0,16,1052.7152913275604
Worst-Case,718,0,327,21514.868766507014
DNA,719,0,16,1052.7152913275604
Worst-Case,719,0,327,21514.868766507014
DNA,720,0,16,1052.7152913275604
Worst-Case,720,0,327,21514.868766507014
DNA,721,0,16,1052.7152913275604
Worst-Case,721,0,327,21514.868766507014
DNA,722,0,16,1052.7152913275604
Worst-Case,722,0,327,21514.868766507014
DNA,723,0,16,1052.7152913275604
Worst-Case,723,0,327,21514.868766507014
DNA,724,0,16,1052.7152913275604
Worst-Case,724,0,327,21514.868766507014
DNA,725,0,16,1052.7152913275604
Worst-Case,725,0,327,21514.868766507014
DNA,726,0,16,1052.7152913275604
Worst-Case,726,0,327,21514.868766507014
DNA,727,0,16,1052.7152913275604
Worst-Case,727,0,327,21514.868766507014
DNA,728,0,16,1052.7152913275604
Worst-Case,728,0,327,21514.868766507014
DNA,729,0,16,1052.7152913275604
Worst-Case,729,0,327,21514.868766507014
DNA,730,0,16,1052.7152913275604
Worst-Case,730,0,327,21514.868766507014
DNA,731,0,16,1052.7152913275604
Worst-Case,731,0,327,21514.868766507014
DNA,732,0,16,1052.7152913275604
Worst-Case,732,0,327,21514.868766507014
DNA,733,0,16,1052.7152913275604
Worst-Case,733,0,327,21514.868766507014
DNA,734,0,16,1052.7152913275604
Worst-Case,734,0,327,21514.868766507014
DNA,735,0,16,1052.7152913275604
Worst-Case,735,0,327,21514.868766507014
DNA,736,0,16,1052.7152913275604
Worst-Case,736,0,327,21514.868766507014
DNA,737,0,16,1052.7152913275604
Worst-Case,737,0,327,21514.868766507014
DNA,738,0,16,1052.7152913275604
Worst-Case,738,0,327,21514.868766507014
DNA,739,0,16,1052.7152913275604
Worst-Case,739,0,327,21514.868766507014
DNA,740,0,16,1052.7152913275604
Worst-Case,740,0,327,21514.868766507014
DNA,741,0,16,1052.7152913275604
Worst-Case,741,0,327,21514.868766507014
DNA,742,0,16,1052.7152913275604
Worst-Case,742,0,327,21514.868766507014
DNA,743,0,16,1052.7152913275604
Worst-Case,743,0,327,21514.868766507014
DNA,744,0,16,1052.7152913275604
Worst-Case,744,0,327,21514.868766507014
DNA,745,0,16,1052.7152913275604
Worst-Case,745,0,327,21514.868766507014
DNA,746,0,16,1052.7152913275604
Worst-Case,746,0,327,21514.868766507014
DNA,747,0,16,1052.7152913275604
Worst-Case,747,0,327,21514.868766507014
DNA,748,0,16,1052.7152913275604
Worst-Case,748,0,327,21514.868766507014
DNA,749,0,16,1052.7152913275604
Worst-Case,749,0,327,21514.868766507014
DNA,750,0,16,1052.7152913275604
Worst-Case,750,0,327,21514.868766507014
DNA,751,0,16,1052.7152913275604
Worst-Case,751,0,327,21514.868766507014
DNA,752,0,16,1052.7152913275604
Worst-Case,752,0,327,21514.868766507014
DNA,753,0,16,1052.7152913275604
Worst-Case,753,0,327,21514.868766507014
DNA,754,0,16,1052.7152913275604
Worst-Case,754,0,327,21514.868766507014
DNA,755,0,16,1052.7152913275604
Worst-Case,755,0,327,21514.868766507014
DNA,756,0,16,1052.7152913275604
Worst-Case,756,0,327,21514.868766507014
DNA,757,0,16,1052.7152913275604
Worst-Case,757,0,327,21514.868766507014
DNA,758,0,16,1052.7152913275604
Worst-Case,758,0,327,21514.868766507014
DNA,759,0,16,1052.7152913275604
Worst-Case,759,0,327,21514.868766507014
DNA,760,0,16,1052.7152913275604
Worst-Case,760,0,327,21514.868766507014
DNA,761,0,16,1052.7152913275604
Worst-Case,761,0,327,21514.868766507014
DNA,762,0,16,1052.7152913275604
Worst-Case,762,0,327,21514.868766507014
DNA,763,0,16,1052.7152913275604
Worst-Case,763,0,327,21514.868766507014
DNA,764,0,16,1052.7152913275604
Worst-Case,764,0,327,21514.868766507014
DNA,765,0,16,1052.7152913275604
Worst-Case,765,0,327,21514.868766507014
DNA,766,0,16,1052.7152913275604
Worst-Case,766,0,327,21514.868766507014
DNA,767,0,16,1052.7152913275604
Worst-Case,767,0,327,21514.868766507014
DNA,768,0,16,1052.7152913275604
Worst-Case,768,0,327,21514.868766507014
DNA,769,0,16,1052.7152913275604
Worst-Case,769,0,327,21514.868766507014
DNA,770,0,16,1052.7152913275604
Worst-Case,770,0,327,21514.868766507014
DNA,771,0,16,1052.7152913275604
Worst-Case,771,0,327,21514.868766507014
DNA,772,0,16,1052.7152913275604
Worst-Case,772,0,327,21514.868766507014
DNA,773,0,16,1052.7152913275604
Worst-Case,773,0,327,21514.868766507014
DNA,774,0,16,1052.7152913275604
Worst-Case,774,0,327,21514.868766507014
DNA,775,0,16,1052.7152913275604
Worst-Case,775,0,327,21514.868766507014
DNA,776,0,16,1052.7152913275604
Worst-Case,776,0,327,21514.868766507014
DNA,777,0,16,1052.7152913275604
Worst-Case,777,0,327,21514.868766507014
DNA,778,0,16,1052.7152913275604
Worst-Case,778,0,327,21514.868766507014
DNA,779,0,16,1052.7152913275604
Worst-Case,779,0,327,21514.868766507014
DNA,780,0,16,1052.7152913275604
Worst-Case,780,0,327,21514.868766507014
DNA,781,0,16,1052.7152913275604
Worst-Case,781,0,327,21514.868766507014
DNA,782,0,16,1052.7152913275604
Worst-Case,782,0,327,21514.868766507014
DNA,783,0,16,1052.7152913275604
Worst-Case,783,0,327,21514.868766507014
DNA,784,0,16,1052.7152913275604
Worst-Case,784,0,327,21514.868766507014
DNA,785,0,16,1052.7152913275604
Worst-Case,785,0,327,21514.868766507014
DNA,786,0,16,1052.7152913275604
Worst-Case,786,0,327,21514.868766507014
DNA,787,0,16,1052.7152913275604
Worst-Case,787,0,327,21514.868766507014
DNA,788,0,16,1052.7152913275604
Worst-Case,788,0,327,21514.868766507014
DNA,789,0,16,1052.7152913275604
Worst-Case,789,0,327,21514.868766507014
DNA,790,0,16,1052.7152913275604
Worst-Case,790,0,327,21514.868766507014
DNA,791,0,16,1052.7152913275604
Worst-Case,791,0,327,21514.868766507014
DNA,792,0,16,1052.7152913275604
Worst-Case,792,0,327,21514.868766507014
DNA,793,0,16,1052.7152913275604
Worst-Case,793,0,327,21514.868766507014
DNA,794,0,16,1052.7152913275604
Worst-Case,794,0,327,21514.868766507014
DNA,795,0,16,1052.7152913275604
Worst-Case,795,0,327,21514.868766507014
DNA,796,0,16,1052.7152913275604
Worst-Case,796,0,327,21514.868766507014
DNA,797,0,16,1052.7152913275604
Worst-Case,797,0,327,21514.868766507014
DNA,798,0,16,1052.7152913275604
Worst-Case,798,0,327,21514.868766507014
DNA,799,0,16,1052.7152913275604
Worst-Case,799,0,327,21514.868766507014
DNA,800,0,16,1052.7152913275604
Worst-Case,800,0,327,21514.868766507014
DNA,801,0,16,1052.7152913275604
Worst-Case,801,0,327,21514.868766507014
DNA,802,0,16,1052.7152913275604
Worst-Case,802,0,327,21514.868766507014
DNA,803,0,16,1052.7152913275604
Worst-Case,803,0,327,21514.868766507014
DNA,804,0,16,1052.7152913275604
Worst-Case,804,0,327,21514.868766507014
DNA,805,0,16,1052.7152913275604
Worst-Case,805,0,327,21514.868766507014
DNA,806,0,16,1052.7152913275604
Worst-Case,806,0,327,21514.868766507014
DNA,807,0,16,1052.7152913275604
Worst-Case,807,0,327,21514.868766507014
DNA,808,0,16,1052.7152913275604
Worst-Case,808,0,327,21514.868766507014
DNA,809,0,16,1052.7152913275604
Worst-Case,809,0,327,21514.868766507014
DNA,810,0,16,1052.7152913275604
Worst-Case,810,0,327,21514.868766507014
DNA,811,0,16,1052.7152913275604
Worst-Case,811,0,327,21514.868766507014
DNA,812,0,16,1052.7152913275604
Worst-Case,812,0,327,21514.868766507014
DNA,813,0,16,1052.7152913275604
Worst-Case,813,0,327,21514.868766507014
DNA,814,0,16,1052.7152913275604
Worst-Case,814,0,327,21514.868766507014
DNA,815,0,16,1052.7152913275604
Worst-Case,815,0,327,21514.868766507014
DNA,816,0,16,1052.7152913275604
Worst-Case,816,0,327,21514.868766507014
DNA,817,0,16,1052.7152913275604
Worst-Case,817,0,327,21514.868766507014
DNA,818,0,16,1052.7152913275604
Worst-Case,818,0,327,21514.868766507014
DNA,819,0,16,1052.7152913275604
Worst-Case,819,0,327,21514.868766507014
DNA,820,0,16,1052.7152913275604
Worst-Case,820,0,327,21514.868766507014
DNA,821,0,16,1052.7152913275604
Worst-Case,821,0,327,21514.868766507014
DNA,822,0,16,1052.7152913275604
Worst-Case,822,0,327,21514.868766507014
DNA,823,0,16,1052.7152913275604
Worst-Case,823,0,327,21514.868766507014
DNA,824,0,16,1052.7152913275604
Worst-Case,824,0,327,21514.868766507014
DNA,825,0,16,1052.7152913275604
Worst-Case,825,0,327,21514.868766507014
DNA,826,0,16,1052.7152913275604
Worst-Case,826,0,327,21514.868766507014
DNA,827,0,16,1052.7152913275604
Worst-Case,827,0,327,21514.868766507014
DNA,828,0,16,1052.7152913275604
Worst-Case,828,0,327,21514.868766507014
DNA,829,0,16,1052.7152913275604
Worst-Case,829,0,327,21514.868766507014
DNA,830,0,16,1052.7152913275604
Worst-Case,830,0,327,21514.868766507014
DNA,831,0,16,1052.7152913275604
Worst-Case,831,0,327,21514.868766507014
DNA,832,0,16,1052.7152913275604
Worst-Case,832,0,327,21514.868766507014
DNA,833,0,16,1052.7152913275604
Worst-Case,833,0,327,21514.868766507014
DNA,834,0,16,1052.7152913275604
Worst-Case,834,0,327,21514.868766507014
DNA,835,0,16,1052.7152913275604
Worst-Case,835,0,327,21514.868766507014
DNA,836,0,16,1052.7152913275604
Worst-Case,836,0,327,21514.868766507014
DNA,837,0,16,1052.7152913275604
Worst-Case,837,0,327,21514.868766507014
DNA,838,0,16,1052.7152913275604
Worst-Case,838,0,327,21514.868766507014
DNA,839,0,16,1052.7152913275604
Worst-Case,839,0,327,21514.868766507014
DNA,840,0,16,1052.7152913275604
Worst-Case,840,0,327,21514.868766507014
DNA,841,0,16,1052.7152913275604
Worst-Case,841,0,327,21514.868766507014
DNA,842,0,16,1052.7152913275604
Worst-Case,842,0,327,21514.868766507014
DNA,843,0,16,1052.7152913275604
Worst-Case,843,0,327,21514.868766507014
DNA,844,0,16,1052.7152913275604
Worst-Case,844,0,327,21514.868766507014
DNA,845,0,16,1052.7152913275604
Worst-Case,845,0,327,21514.868766507014
DNA,846,0,16,1052.7152913275604
Worst-Case,846,0,327,21514.868766507014
DNA,847,0,16,1052.7152913275604
Worst-Case,847,0,327,21514.868766507014
DNA,848,0,16,1052.7152913275604
Worst-Case,848,0,327,21514.868766507014
DNA,849,0,16,1052.7152913275604
Worst-Case,849,0,327,21514.868766507014
DNA,850,0,16,1052.7152913275604
Worst-Case,850,0,327,21514.868766507014
DNA,851,0,16,1052.7152913275604
Worst-Case,851,0,327,21514.868766507014
DNA,852,0,16,1052.7152913275604
Worst-Case,852,0,327,21514.868766507014
DNA,853,0,16,1052.7152913275604
Worst-Case,853,0,327,21514.868766507014
DNA,854,0,16,1052.7152913275604
Worst-Case,854,0,327,21514.868766507014
DNA,855,0,16,1052.7152913275604
Worst-Case,855,0,327,21514.868766507014
DNA,856,0,16,1052.7152913275604
Worst-Case,856,0,327,21514.868766507014
DNA,857,0,16,1052.7152913275604
Worst-Case,857,0,327,21514.868766507014
DNA,858,0,16,1052.7152913275604
Worst-Case,858,0,327,21514.868766507014
DNA,859,0,16,1052.7152913275604
Worst-Case,859,0,327,21514.868766507014
DNA,860,0,16,1052.7152913275604
Worst-Case,860,0,327,21514.868766507014
DNA,861,0,16,1052.7152913275604
Worst-Case,861,0,327,21514.868766507014
DNA,862,0,16,1052.7152913275604
Worst-Case,862,0,327,21514.868766507014
DNA,863,0,16,1052.7152913275604
Worst-Case,863,0,327,21514.868766507014
DNA,864,0,16,1052.7152913275604
Worst-Case,864,0,327,21514.868766507014
DNA,865,0,16,1052.7152913275604
Worst-Case,865,0,327,21514.868766507014
DNA,866,0,16,1052.7152913275604
Worst-Case,866,0,327,21514.868766507014
DNA,867,0,16,1052.7152913275604
Worst-Case,867,0,327,21514.868766507014
DNA,868,0,16,1052.7152913275604
Worst-Case,868,0,327,21514.868766507014
DNA,869,0,16,1052.7152913275604
Worst-Case,869,0,327,21514.868766507014
DNA,870,0,16,1052.7152913275604
Worst-Case,870,0,327,21514.868766507014
DNA,871,0,16,1052.7152913275604
Worst-Case,871,0,327,21514.868766507014
DNA,872,0,16,1052.7152913275604
Worst-Case,872,0,327,21514.868766507014
DNA,873,0,16,1052.7152913275604
Worst-Case,873,0,327,21514.868766507014
DNA,874,0,16,1052.7152913275604
Worst-Case,874,0,327,21514.868766507014
DNA,875,0,16,1052.7152913275604
Worst-Case,875,0,327,21514.868766507014
DNA,876,0,16,1052.7152913275604
Worst-Case,876,0,327,21514.868766507014
DNA,877,0,16,1052.7152913275604
Worst-Case,877,0,327,21514.868766507014
DNA,878,0,16,1052.7152913275604
Worst-Case,878,0,327,21514.868766507014
DNA,879,0,16,1052.7152913275604
Worst-Case,879,0,327,21514.868766507014
DNA,880,0,16,1052.7152913275604
Worst-Case,880,0,327,21514.868766507014
DNA,881,0,16,1052.7152913275604
Worst-Case,881,0,327,21514.868766507014
DNA,882,0,16,1052.7152913275604
Worst-Case,882,0,327,21514.868766507014
DNA,883,0,16,1052.7152913275604
Worst-Case,883,0,327,21514.868766507014
DNA,884,0,16,1052.7152913275604
Worst-Case,884,0,327,21514.868766507014
DNA,885,0,16,1052.7152913275604
Worst-Case,885,0,327,21514.868766507014
DNA,886,0,16,1052.7152913275604
Worst-Case,886,0,327,21514.868766507014
DNA,887,0,16,1052.7152913275604
Worst-Case,887,0,327,21514.868766507014
DNA,888,0,16,1052.7152913275604
Worst-Case,888,0,327,21514.868766507014
DNA,889,0,16,1052.7152913275604
Worst-Case,889,0,327,21514.868766507014
DNA,890,0,16,1052.7152913275604
Worst-Case,890,0,327,21514.868766507014
DNA,891,0,16,1052.7152913275604
Worst-Case,891,0,327,21514.868766507014
DNA,892,0,16,1052.7152913275604
Worst-Case,892,0,327,21514.868766507014
DNA,893,0,16,1052.7152913275604
Worst-Case,893,0,327,21514.868766507014
DNA,894,0,16,1052.7152913275604
Worst-Case,894,0,327,21514.868766507014
DNA,895,0,16,1052.7152913275604
Worst-Case,895,0,327,21514.868766507014
DNA,896,0,16,1052.7152913275604
Worst-Case,896,0,327,21514.868766507014
DNA,897,0,16,1052.7152913275604
Worst-Case,897,0,327,21514.868766507014
DNA,898,0,16,1052.7152913275604
Worst-Case,898,0,327,21514.868766507014
DNA,899,0,16,1052.7152913275604
Worst-Case,899,0,327,21514.868766507014
DNA,900,0,16,1052.7152913275604
Worst-Case,900,0,327,21514.868766507014
DNA,901,0,16,1052.7152913275604
Worst-Case,901,0,327,21514.868766507014
DNA,902,0,16,1052.7152913275604
Worst-Case,902,0,327,21514.868766507014
DNA,903,0,16,1052.7152913275604
Worst-Case,903,0,327,21514.868766507014
DNA,904,0,16,1052.7152913275604
Worst-Case,904,0,327,21514.868766507014
DNA,905,0,16,1052.7152913275604
Worst-Case,905,0,327,21514.868766507014
DNA,906,0,16,1052.7152913275604
Worst-Case,906,0,327,21514.868766507014
DNA,907,0,16,1052.7152913275604
Worst-Case,907,0,327,21514.868766507014
DNA,908,0,16,1052.7152913275604
Worst-Case,908,0,327,21514.868766507014
DNA,909,0,16,1052.7152913275604
Worst-Case,909,0,327,21514.868766507014
DNA,910,0,16,1052.7152913275604
Worst-Case,910,0,327,21514.868766507014
DNA,911,0,16,1052.7152913275604
Worst-Case,911,0,327,21514.868766507014
DNA,912,0,16,1052.7152913275604
Worst-Case,912,0,327,21514.868766507014
DNA,913,0,16,1052.7152913275604
Worst-Case,913,0,327,21514.868766507014
DNA,914,0,16,1052.7152913275604
Worst-Case,914,0,327,21514.868766507014
DNA,915,0,16,1052.7152913275604
Worst-Case,915,0,327,21514.868766507014
DNA,916,0,16,1052.7152913275604
Worst-Case,916,0,327,21514.868766507014
DNA,917,0,16,1052.7152913275604
Worst-Case,917,0,327,21514.868766507014
DNA,918,0,16,1052.7152913275604
Worst-Case,918,0,327,21514.868766507014
DNA,919,0,16,1052.7152913275604
Worst-Case,919,0,327,21514.868766507014
DNA,920,0,16,1052.7152913275604
Worst-Case,920,0,327,21514.868766507014
DNA,921,0,16,1052.7152913275604
Worst-Case,921,0,327,21514.868766507014
DNA,922,0,16,1052.7152913275604
Worst-Case,922,0,327,21514.868766507014
DNA,923,0,16,1052.7152913275604
Worst-Case,923,0,327,21514.868766507014
DNA,924,0,16,1052.7152913275604
Worst-Case,924,0,327,21514.868766507014
DNA,925,0,16,1052.7152913275604
Worst-Case,925,0,327,21514.868766507014
DNA,926,0,16,1052.7152913275604
Worst-Case,926,0,327,21514.868766507014
DNA,927,0,16,1052.7152913275604
Worst-Case,927,0,327,21514.868766507014
DNA,928,0,16,1052.7152913275604
Worst-Case,928,0,327,21514.868766507014
DNA,929,0,16,1052.7152913275604
Worst-Case,929,0,327,21514.868766507014
DNA,930,0,16,1052.7152913275604
Worst-Case,930,0,327,21514.868766507014
DNA,931,0,16,1052.7152913275604
Worst-Case,931,0,327,21514.868766507014
DNA,932,0,16,1052.7152913275604
Worst-Case,932,0,327,21514.868766507014
DNA,933,0,16,1052.7152913275604
Worst-Case,933,0,327,21514.868766507014
DNA,934,0,16,1052.7152913275604
Worst-Case,934,0,327,21514.868766507014
DNA,935,0,16,1052.7152913275604
Worst-Case,935,0,327,21514.868766507014
DNA,936,0,16,1052.7152913275604
Worst-Case,936,0,327,21514.868766507014
DNA,937,0,16,1052.7152913275604
Worst-Case,937,0,327,21514.868766507014
DNA,938,0,16,1052.7152913275604
Worst-Case,938,0,327,21514.868766507014
DNA,939,0,16,1052.7152913275604
Worst-Case,939,0,327,21514.868766507014
DNA,940,0,16,1052.7152913275604
Worst-Case,940,0,327,21514.868766507014
DNA,941,0,16,1052.7152913275604
Worst-Case,941,0,327,21514.868766507014
DNA,942,0,16,1052.7152913275604
Worst-Case,942,0,327,21514.868766507014
DNA,943,0,16,1052.7152913275604
Worst-Case,943,0,327,21514.868766507014
DNA,944,0,16,1052.7152913275604
Worst-Case,944,0,327,21514.868766507014
DNA,945,0,16,1052.7152913275604
Worst-Case,945,0,327,21514.868766507014
DNA,946,0,16,1052.7152913275604
Worst-Case,946,0,327,21514.868766507014
DNA,947,0,16,1052.7152913275604
Worst-Case,947,0,327,21514.868766507014
DNA,948,0,16,1052.7152913275604
Worst-Case,948,0,327,21514.868766507014
DNA,949,0,16,1052.7152913275604
Worst-Case,949,0,327,21514.868766507014
DNA,950,0,16,1052.7152913275604
Worst-Case,950,0,327,21514.868766507014
DNA,951,0,16,1052.7152913275604
Worst-Case,951,0,327,21514.868766507014
DNA,952,0,16,1052.7152913275604
Worst-Case,952,0,327,21514.868766507014
DNA,953,0,16,1052.7152913275604
Worst-Case,953,0,327,21514.868766507014
DNA,954,0,16,1052.7152913275604
Worst-Case,954,0,327,21514.868766507014
DNA,955,0,16,1052.7152913275604
Worst-Case,955,0,327,21514.868766507014
DNA,956,0,16,1052.7152913275604
Worst-Case,956,0,327,21514.868766507014
DNA,957,0,16,1052.7152913275604
Worst-Case,957,0,327,21514.868766507014
DNA,958,0,16,1052.7152913275604
Worst-Case,958,0,327,21514.868766507014
DNA,959,0,16,1052.7152913275604
Worst-Case,959,0,327,21514.868766507014
DNA,960,0,16,1052.7152913275604
Worst-Case,960,0,327,21514.868766507014
DNA,961,0,16,1052.7152913275604
Worst-Case,961,0,327,21514.868766507014
DNA,962,0,16,1052.7152913275604
Worst-Case,962,0,327,21514.868766507014
DNA,963,0,16,1052.7152913275604
Worst-Case,963,0,327,21514.868766507014
DNA,964,0,16,1052.7152913275604
Worst-Case,964,0,327,21514.868766507014
DNA,965,0,16,1052.7152913275604
Worst-Case,965,0,327,21514.868766507014
DNA,966,0,16,1052.7152913275604
Worst-Case,966,0,327,21514.868766507014
DNA,967,0,16,1052.7152913275604
Worst-Case,967,0,327,21514.868766507014
DNA,968,0,16,1052.7152913275604
Worst-Case,968,0,327,21514.868766507014
DNA,969,0,16,1052.7152913275604
Worst-Case,969,0,327,21514.868766507014
DNA,970,0,16,1052.7152913275604
Worst-Case,970,0,327,21514.868766507014
DNA,971,0,16,1052.7152913275604
Worst-Case,971,0,327,21514.868766507014
DNA,972,0,16,1052.7152913275604
Worst-Case,972,0,327,21514.868766507014
DNA,973,0,16,1052.7152913275604
Worst-Case,973,0,327,21514.868766507014
DNA,974,0,16,1052.7152913275604
Worst-Case,974,0,327,21514.868766507014
DNA,975,0,16,1052.7152913275604
Worst-Case,975,0,327,21514.868766507014
DNA,976,0,16,1052.7152913275604
Worst-Case,976,0,327,21514.868766507014
DNA,977,0,16,1052.7152913275604
Worst-Case,977,0,327,21514.868766507014
DNA,978,0,16,1052.7152913275604
Worst-Case,978,0,327,21514.868766507014
DNA,979,0,16,1052.7152913275604
Worst-Case,979,0,327,21514.868766507014
DNA,980,0,16,1052.7152913275604
Worst-Case,980,0,327,21514.868766507014
DNA,981,0,16,1052.7152913275604
Worst-Case,981,0,327,21514.868766507014
DNA,982,0,16,1052.7152913275604
Worst-Case,982,0,327,21514.868766507014
DNA,983,0,16,1052.7152913275604
Worst-Case,983,0,327,21514.868766507014
DNA,984,0,16,1052.7152913275604
Worst-Case,984,0,327,21514.868766507014
DNA,985,0,16,1052.7152913275604
Worst-Case,985,0,327,21514.868766507014
DNA,986,0,16,1052.7152913275604
Worst-Case,986,0,327,21514.868766507014
DNA,987,0,16,1052.7152913275604
Worst-Case,987,0,327,21514.868766507014
DNA,988,0,16,1052.7152913275604
Worst-Case,988,0,327,21514.868766507014
DNA,989,0,16,1052.7152913275604
Worst-Case,989,0,327,21514.868766507014
DNA,990,0,16,1052.7152913275604
Worst-Case,990,0,327,21514.868766507014
DNA,991,0,16,1052.7152913275604
Worst-Case,991,0,327,21514.868766507014
DNA,992,0,16,1052.7152913275604
Worst-Case,992,0,327,21514.868766507014
DNA,993,0,16,1052.7152913275604
Worst-Case,993,0,327,21514.868766507014
DNA,994,0,16,1052.7152913275604
Worst-Case,994,0,327,21514.868766507014
DNA,995,0,16,1052.7152913275604
Worst-Case,995,0,327,21514.868766507014
DNA,996,0,16,1052.7152913275604
Worst-Case,996,0,327,21514.868766507014
DNA,997,1,16,1052.7152913275604
Worst-Case,997,0,327,21514.868766507014
DNA,998,1,16,1052.7152913275604
Worst-Case,998,0,327,21514.868766507014
DNA,999,1,16,1052.7152913275604
Worst-Case,999,0,327,21514.868766507014
DNA,1000,1,16,1052.7152913275604
Worst-Case,1000,0,327,21514.868766507014
